"tweet_text","dataset"
"@_PSierra where at","twitter_cikm_2010"
"@508541 See previous response. ^RO","Customer Support on Twitter"
"Rode my bike to school - 50 minutes. Had p.e. - 55 minutes. Rode my bike home - 35 minutes. That's 2 hours &amp; 10 minutes of exercise ","Sentiment140"
"the last two days have been reeallly good ones :)","twitter_cikm_2010"
"Great photo shoot @RCBallet last night Company looks very strong w/ some amazing new dancers","twitter_cikm_2010"
"@MUZIK_THERAPY u dead wrong tra","twitter_cikm_2010"
"Damn u almost got what u wanted ;PRT @saluteABADbytch: #truthis last time I got it in I almost squirted =) so ill try again next time","twitter_cikm_2010"
"@The6footer thats what mom said!!!","twitter_cikm_2010"
"I got to stop sleeping soo late","twitter_cikm_2010"
"@simonjlatham I just had one with utterley butterly on it","twitter_cikm_2010"
"@FAME345_Supreme we are doing well! I gotta go xmas shoppin soon! They want everything they see on tv lol!!","twitter_cikm_2010"
"@davidroloff The fact that I'm the only person you follow creeps me out. Your plan to annoy me via Twitter is working fabulously.","twitter_cikm_2010"
"@mrmodina bet ur not gonna miss LA 9.75% tax either lol","twitter_cikm_2010"
"US Unemployment - Heard on CNBC that it will rise to 13-14% with no end in site till 2012-13.  :(","twitter_cikm_2010"
"@Rilis8 lol I dnt even have a steady station anymore cuz steve be talking too much sumtime soo I bounce around. Lol.","twitter_cikm_2010"
"@115722 you guys already cutted tvazteca,now you cut univision,but your bill still the same...WTF ?","Customer Support on Twitter"
"@JohnnydelFuego Vitamin C.","twitter_cikm_2010"
"16 hour PURE POWER Marketing & Development day!","twitter_cikm_2010"
"@jennyybaby LOL dork im bringing sexy back! yep!! lmao","twitter_cikm_2010"
"Up early on the weekend for the www.lovecures.org bike ride. Nope, not cool enough to ride. Working an intersection.","twitter_cikm_2010"
"hasta que se quien ese @ferdericoarreola ahora que esta en @noticias22","twitter_cikm_2010"
"hey you cut modi not the nation ’ with democracy people like you are rupturing india great and modi the fat ugly moron sht ’ with india ’ with democracy but ’ not with hate monger airhead","Twitter Sentiments Dataset"
"@dstacked Nope because more than likely that person is focused on they goals #realshit","twitter_cikm_2010"
"I'm having a lovely day ","Sentiment140"
"@Kiki_Mo BAD, BAAAAAD Kiki. :-P","twitter_cikm_2010"
"RT @kweenie: @sp0rk score at the exxon!","twitter_cikm_2010"
"@2sonsup @hostageek @Floss213 I am not sassy...am I?","twitter_cikm_2010"
"I'd take bob on in a M5. It's a 4-dr and supposedly the CTS-V's competitor #carchat","twitter_cikm_2010"
"Somebody get David Lee out of there!!!","twitter_cikm_2010"
"omg they found a seat from the air france flight !?  im scared of planes now &gt;.&lt;","Sentiment140"
"Mad horny...wish I had a RELIABLE female to call to handle that...","twitter_cikm_2010"
"@TheBADDEST2FLii u up late","twitter_cikm_2010"
"@Shittalkerjojo I loveeeee thattt.. GIMME SOME!","twitter_cikm_2010"
"@RapsFan Leo was blaming Bargnani for both Jamison and Haywood at one point, its like everyone is scared to call out Bosh, pathetic!","twitter_cikm_2010"
"'Rose Garden Arena - Trailblazers.com...#blazers #trailblazers http://bit.ly/2yLDwE'","twitter_cikm_2010"
"@agthekid Cuz without the advertisements, The WNBA would be Done.","twitter_cikm_2010"
"@iamcsmif ok I hear you I will listen to your page later and see","twitter_cikm_2010"
"Home. Freshened up(not smelling like beer and vomit). Now off to Wal-Mart. #pleaseletitbepainless","twitter_cikm_2010"
"@744302 We're here to help! Send us a DM with your email address and more details so we can follow up.","Customer Support on Twitter"
"Fixed my bike and got my photo keychain and the wireless headphones for my TV working.  All in an hour and a half.  Awesome.","twitter_cikm_2010"
"Ashley just invited me to crash Shannon's new years party. LOL. Starting out 2010 the right way I suppose.","twitter_cikm_2010"
"Apparently my full name has been changed to CiCi Rumfairy ","Sentiment140"
"@herbadmother I'm so sorry.","twitter_cikm_2010"
"Attention Spinning Disc Fans/Customers...place an order of $99+ on www.spinningdisconline.com and save 10% by mentioning Twitter!","twitter_cikm_2010"
"Hanging with the little people in the pool ","Sentiment140"
"..but my photos can't compare to @chromasia's taken at the same time! I love this shot of Rhowan in the rain  http://tinyurl.com/8jso9g","Sentiment140"
"Jugrnaut 2yr Party and Bullshit Pics now up on our blog www.jugrnaut.com join our newsletter while your there.","twitter_cikm_2010"
"please write article how modi would have reacted all the major issues faced nehru and its effect india and nehru would have reacted all the issues faced modi and thanks for india after gandhi","Twitter Sentiments Dataset"
"@kaykay0715 Sunday night at 9:00 and Part 2 is Monday night at 9:00.  I've watched them both... you'll enjoy them!","twitter_cikm_2010"
"@ByggChryz Check out my latest mixtape... http://www.sendspace.com/file/lkr5lq","twitter_cikm_2010"
"Golfing with my daddy  woot woot","Sentiment140"
"@LiveLoveLaShe smhh..see u fuckin around...","twitter_cikm_2010"
"Twice in one night. Its not necessary. Its not your goddamn life. I fucking hate this","twitter_cikm_2010"
"Child overload...LOL  Loving the silence ","Sentiment140"
"@mom2twinsplus1 my ringtone when home calls is the boys yelling ""Pick up the phone, Daddy!""","twitter_cikm_2010"
"Diesel as well!","twitter_cikm_2010"
"Lmfao bitch @tanishalarie","twitter_cikm_2010"
"Reading (surprise) & enjoying a peppermint mocha while I wait for @thurminator.","twitter_cikm_2010"
"I forgot to charge my ipod last night   I'll have to wait until later to play lemonade tycoon.","Sentiment140"
"Couldn't agree more!! RT @MamsTaylor: True & honest self reflection always leads to growth. Growth ALWAYS leads to LOVE! Happy Friday!","twitter_cikm_2010"
"Some covers from Felix Wiedler's archive. http://bit.ly/hRPYv #design","twitter_cikm_2010"
"@daisybruce how is she cute lol ","Sentiment140"
"@aeriin I don't think so. Haven't checked the mail yet.","twitter_cikm_2010"
"Good morning !!! Lol :)","twitter_cikm_2010"
"http://twitpic.com/67h8w - my bunny is on my bed behind me ","Sentiment140"
"@819992 Hangriness (hanger?) is real. No worries. Please let a manager know next time or write us at https://t.co/nrhUDiEk7G and we'll make it up to you. -James","Customer Support on Twitter"
"FHA Proposes New Rules to Strengthen Risk Management http://bit.ly/8ZoYeH","twitter_cikm_2010"
"Whoa!!! @sarah_connors @AlBeezle","twitter_cikm_2010"
"Philadelphia wants to buy Earthlink's former hardware, keep municipal WiFi dream alive  http://viigo.im/1Opu","twitter_cikm_2010"
"I'm going to start talking in a British accent.","twitter_cikm_2010"
"Listening to pozo playing the piano","twitter_cikm_2010"
"Hackers stealing info through Facebook, social media - DAWN.com http://ow.ly/167p3u","twitter_cikm_2010"
"www.boomgen.tv - Iran Offers Nuclear Cooperation but No ‘Retreat’ From Rights http://bit.ly/QaoGa  #IranElection http://bit.ly/3ejXKw","twitter_cikm_2010"
"@swobass just found the other half of your tattoo.    http://twitpic.com/551jc","Sentiment140"
"I just watched The Ugly Truth. So depressing! Ha! ;) RT @AmazeKelly    Watching ""He's Just Not That Into You""","twitter_cikm_2010"
"RT @J_Gizzy: @ToddMoscowitz How can I get some @SkarrAkbar music to your a&r @ Asylum records? we already got a strong following","twitter_cikm_2010"
"A Majority of men still ask their future father-in-law permission for his daughter's hand in marriage before popping the question.","twitter_cikm_2010"
"heroes with @rainaa","twitter_cikm_2010"
"@Amanda_A awww! that's our thing! ","Sentiment140"
"Tila Tequila Having A Baby By Game??? http://viigo.im/2g7I","twitter_cikm_2010"
"Obama: Asia Can't Rely on U.S. Consumers: Obama has come half way around the world to deliver a.. http://bit.ly/3CQpAj","twitter_cikm_2010"
"@youngheartbreak - How long is Happy Hour up at Absinthe bro?","twitter_cikm_2010"
"I Just Got On Twitter To Post That Video. Going Back To Sleep Now.","twitter_cikm_2010"
"Hello? ...Hello?  Is this thing on?","twitter_cikm_2010"
"@THISISMYIQ, RETURN THE FAVOR MY DUDE, FOLLOW US, AND CHECK OUT THE PAGE AT IMPERIAL-MAG.COM ONCE WE RELAUNCH","twitter_cikm_2010"
"RT @pressdough Nestle Recalls Cookie Dough Products http://bit.ly/18YdTp A good reason to make your own: recipe: www.pressdough.com","twitter_cikm_2010"
"New Video Added: Family Guy: Season 7, Episode 14 - We Love You, Conrad http://bit.ly/YUoo5","twitter_cikm_2010"
"I don't get the whole in my pj's yet I spent forever on my hair and make up look.","twitter_cikm_2010"
"@josephbrady Sleep well. I hope today will be better than yesterday, indeed  Sweet dreams ","Sentiment140"
"@FloSsBoyGp OK I HERE U","twitter_cikm_2010"
"Shout out to: @MiaBellaBeads @kikarose","twitter_cikm_2010"
"@AmandaRayBeard send pics send pics!","twitter_cikm_2010"
"Sounds like congratulations are in order for @tma and @dkoren - a match made in twitterland.","twitter_cikm_2010"
"@LondonMidland Morning All
The 805 from Brum to Shrewsbury was cancelled lack of train crew apparently ,do London Midland not have a plan B for such events","Customer Support on Twitter"
"Ok...I think I like Fox more cuz of the lil black transformer dude that's always dancing....yeah, that's it.","twitter_cikm_2010"
"Que ya agarraron al wey que le disparó a cabañas?","twitter_cikm_2010"
"so this lady just asked brad where i got my purse! and he answered!!! lol i didnt hear her ask... funny!! ","Sentiment140"
"@DONRUBE good looks bro how u feeling I'm at this new job training mad tired from going out last night","twitter_cikm_2010"
"#Bears win exhibition match vs Cleveland...what a joke of a team.","twitter_cikm_2010"
"Finally someone agrees with me http://bit.ly/3lhWCF SIR PAUL McCARTNEY admits THE BEATLES weren't much cop when they first formed.","twitter_cikm_2010"
"#iSlate's ereader function will make multimedia content the norm  http://bit.ly/8AcxjC","twitter_cikm_2010"
"@woogis I didnt get an alert either I wonder why","twitter_cikm_2010"
"@lisileinchen but there is zachi... -.- you need a boyfriend ... soon!!!  ","Sentiment140"
"#AGREED! RT @RevRunWisdom: Silly rabbit,, Run,catch & kiss is 4 kids.. A new mate every night is GOOD 4 the ego, bad 4 the soul (real tlk)","twitter_cikm_2010"
"Come on Lance! You reppin OHIO SON!!!","twitter_cikm_2010"
"@Willysantos....we are going to do Mon Night FB every Mon....last night was great / everyone left full and happy! See you soon! See video?","twitter_cikm_2010"
"This broad just sent an #subliminial! Hahahaha, silly rabbit stop with your habits!","twitter_cikm_2010"
"Q:now if that was true I would be lying and I'm a honest person :)... A:Then who are ya ? =) http://formspring.me/callmehoney/q/156688016","twitter_cikm_2010"
"Chico is scary!!!","twitter_cikm_2010"
"NBC has given Conan O'Brien the option to either do his show from midnight to 1 or leave the network.    http://viigo.im/20Ku","twitter_cikm_2010"
"Can't believe I'm already buying/renting books for the fall semester already.  Where did the summer go?","twitter_cikm_2010"
"Not quite sure why this photo has been getting an average of 25 views a day since I posted it. http://flic.kr/p/7HfTyA","twitter_cikm_2010"
"@WED_DUHH yeah it was 7bucks","twitter_cikm_2010"
"Just read Paris Trout; don't know how I missed it when it came out. The latest by Pete Dexter in this week's NYTBR: http://bit.ly/2Dcr5X","twitter_cikm_2010"
"Let's go, BYU. Don't tell me you're a minute-and-a-half away from being worse than Jacksonville State.","twitter_cikm_2010"
"RT @johncmayer If you're shocked that @britneyspears was lip-syncing at her concert & want money back, life may continue to be hard for you.","twitter_cikm_2010"
"But shouts to #Retreat bein live last night!!","twitter_cikm_2010"
"Oh snap! @PRODIGYMOBBDEEP <---- one of my all time fav artists. What up G?!","twitter_cikm_2010"
"I have such an amazing boyfriend I am soO happy and blessed ? thank god I found yOu !!","twitter_cikm_2010"
"@CoreKnell No, brother. Cause I'll see you in Boston. On the bus now. http://myloc.me/YMco","twitter_cikm_2010"
"@308781 Hey Christine - We do our best to provide the best overall travel experience in the industry with the lowest fares. Due to demand, it can’t be every seat, every time. We hope to share the skies with you again soon! ^KM","Customer Support on Twitter"
"@JenniferColli BLACK man","twitter_cikm_2010"
"Way to go ASU!  Lets get Georgia next week (a guy can hope right?) http://dailybooth.com/u/nxlz","twitter_cikm_2010"
"Sowwwy! Lmao! I know!!! :-/ RT @Tissyana: @Ni_Key13 Wtfaaack?! ME TOO! I wanted bananas! give me my dollar back! LMAO","twitter_cikm_2010"
"@crabbyolbastard Yeah, their logic doesn't hold on this one. Sort of an anti-APT hysteria backlash, but ignores reality a little.","twitter_cikm_2010"
"Been in the salon all day! ","Sentiment140"
"great facebook upgrades on digsby today!  i'm hooked thanks to ksun.","twitter_cikm_2010"
"Fire in fireplaces this morning. Walking through the neighborhood never smelled so sweet.","twitter_cikm_2010"
"@T_Cupcake aite tope thts a bet..yu gettin it here or Jersey...?!","twitter_cikm_2010"
"RT @GreatScottinc Soho is AweSome right now. Catch me in the back blocks tho'","twitter_cikm_2010"
"I fuck wit the ""Roger That"" video except Wayne part","twitter_cikm_2010"
"@epicgeorge noooooo :(","twitter_cikm_2010"
"Nails &amp; toes done!! Yay!! I miss Kyle ","Sentiment140"
"15 pounds in 14 days? Probably not, but I did run into one of the <3 s of my life!","twitter_cikm_2010"
"#songoftheday let it rock - Kevin Rudolph #fb","twitter_cikm_2010"
"RT @meetinx Werbung: Silverboats from Finland - http://tinyurl.com/mlcbut","twitter_cikm_2010"
"Also take my 11 and 9yr old 2 get there heads done and get the 9 and my 16yr old sum eye glasses as well. Damn ima b BROKE as HELL...","twitter_cikm_2010"
"Sunshine Anderson's first album is classic","twitter_cikm_2010"
"Gets to talk to him tomorrow!!!! Yay! I'm sooooo excited! Now all I need is for today to fly bye lol","twitter_cikm_2010"
"Tom welling, you will always be a fantasy of mine #dirtylittlesecret. Haha","twitter_cikm_2010"
"Lovely vid of Cunningham climbing Ben Nevis in 1976. Motorbike to the climb. I was 3 when he was doing this. http://tinyurl.com/yjr49j5","twitter_cikm_2010"
"@KrisAllen4Real ARE YOU MOVING TO LA?","twitter_cikm_2010"
"RT @collegeman: Awesome @anguslong! Another @coreylib convert.  Allow me to introduce you to the fan club: @kennethreitz and @coreyweb","twitter_cikm_2010"
"Goodnight, everyone! I should have gone to bed HOURS ago.  Too busy trading again.... come join us next week! http://bit.ly/1P3VxO","twitter_cikm_2010"
"Lmaoo the one all the way in the back is my bff @lamoomita and that's her niece RT @Still_DreyDay: @KiLLAHRATHY are they your nieces?","twitter_cikm_2010"
"@SexxyLadee24 dam and I loved him that's sickening :(.","twitter_cikm_2010"
"@Noestaz why is @F_CKouttahere   pressing u on twitter hawk her lol","twitter_cikm_2010"
"@waitinggodot80 You said you were nervous. I've had over 30 so I was going to try and calm your nerves ","Sentiment140"
"twitter me if you need a sales job in london  www.davidthewebguy.co.uk","twitter_cikm_2010"
"@608530 Here to help! Can you DM us your email address and more  details about your concern? Once we have this we'll be able to better assist.","Customer Support on Twitter"
"Just got done making and posting a song on youtube! It has @ijustine and @stevejobs in it!! Woot! http://bit.ly/4DbYgQ","twitter_cikm_2010"
"@amy_i We would kill to, but D can't get away from work that day. We are so sad, we haven't seen them since they last played in to Eugene.","twitter_cikm_2010"
"so freakin tired and headachey...i wanna go home and go to bed ","Sentiment140"
"I want it! RT @shewassecular: Sade's new album is AMAZING!","twitter_cikm_2010"
"@chrisfaulkner Oh. Bob Vader Plaats received 46%  in the most recent guv primary poll.  I think that speaks for itself.","twitter_cikm_2010"
"I'm spending the day with @KellyRosePowers & @iKasey arrives tonight: These make it easier to be up this early. Work 'til 12 first though!","twitter_cikm_2010"
"Late night with Bette Davis! She's in THE CORN IS GREEN at 2:30am ET, followed by the bio-doc STARDUST: THE BETTE DAVIS STORY.","twitter_cikm_2010"
"I think all that food had MSG's! Sooo sleeepy","twitter_cikm_2010"
"Car bomb explodes outside Iraqi church, kills 4","twitter_cikm_2010"
"@_STARbux well if u feel like hving a drink, come to Soche tonight","twitter_cikm_2010"
"@reephur - then take hime outside the DMV! srsly ","Sentiment140"
"@urbanbohemian Verdasco is just BEYOND. Those thighs OWN me. Something about some thick tennis playin' thighs. And the face, of course.","twitter_cikm_2010"
"Charlie has a new angel! Rest in peace farrah fawcett. ","Sentiment140"
"I want some iced tea.","twitter_cikm_2010"
"@KrisSiejJ__XX__ lol, it was random. but I now have so many new McFly songs!   x","Sentiment140"
"Awesome group of peeps at @clevelandsmc!  Thanks for inviting me to speak tonight! #smccle","twitter_cikm_2010"
"@MrWalker54 I know. Kanye and john have a song together. Jayz said that respects his music cuz it comes from the soul and he writes all  ...","twitter_cikm_2010"
"U leavin? What's ur deal? DM me RT @BBrenner13: Looks like I'll be calling Chicago home for a little while longer.","twitter_cikm_2010"
"@Tinky2bad ohh iight kool..","twitter_cikm_2010"
"@TheSUPERGIRL now ill get to read the rest of your lovely Dm's ","Sentiment140"
"BRickekeke its the BIRDMAN http://myloc.me/2JCxi","twitter_cikm_2010"
"RT @PARISGTOKYO: #fact im not just a pretty face... Im friggin #smart #creative and #adventurous<<#certifiedfact!","twitter_cikm_2010"
"I'd love to play with this: http://www.livestream.com/platform/livepack","twitter_cikm_2010"
"@Body_ody_ody. ;;; go to slp","twitter_cikm_2010"
"updating via the nintendo ds browser,,,found one at the used game store in the mall ","Sentiment140"
"luckey what must b nice ","Sentiment140"
"@itzrubiebitchez shiiit chilln watchin the christmas movies.. thinkin bout shiit ya kno","twitter_cikm_2010"
"@Emani Hahahaha comedy!","twitter_cikm_2010"
"My lay lays still sick :(","twitter_cikm_2010"
"@AmazonHelp Hey wisst ihr ob es eine 3te Staffel von the men in the high castle geben wird?","Customer Support on Twitter"
"@dpaul428 damn it. Shelby and I went there for the first time today. We never get the good ideas first.","twitter_cikm_2010"
"@lilpwayne ... naw i was born there but live in canada right now ","Sentiment140"
"congress government never interested antisatellite development
but
modi government giving wings such extraordinary development
thnks ","Twitter Sentiments Dataset"
"Party at 1320 1/2 clay st anyones invited chris sanders doesn't give a fuck ceelo championships naked girls and coke binges fuck 534","twitter_cikm_2010"
"Wow, SOA was gooooood! Happy with the new adventure added to my life recently, I may have to thank god or Mario for this one! Hahaha!","twitter_cikm_2010"
"Iowa ex-inmates can now get certificate to work http://ow.ly/i5lk","twitter_cikm_2010"
"getting hubby his Father's day present  so exciting  kids can't wait for him to get his present.","Sentiment140"
"Lateral thinking is complicated... And apparently sometimes it's also quite dramatic.","twitter_cikm_2010"
"@British_Airways Have you ever flown on a BA flight Corry because if you have you would know that what you replied was nonsense...who will board first mate?","Customer Support on Twitter"
"@ElkeTheStallion Good Morning MA!","twitter_cikm_2010"
"Very tired. feeling down. still dont know when i can go to thunderbay. ","Sentiment140"
"@heyitsdexter we made a stop at superautobacs    lol.","Sentiment140"
"RT @ItsAYellowLife: RT @DJRAW718: Happy BirthDay to Aaliyah RIP #HappyBirthDayAaliyah","twitter_cikm_2010"
"I make them good girls go bad!!!! I make them good girls go bad!!! --- Jamming out in the office!!!!","twitter_cikm_2010"
"PERONI + La Dolce Vita in Colour http://bit.ly/2cMcl4","twitter_cikm_2010"
"@rwang0 The creamery is in a new building. And I have not Bern since they moved.  ","Sentiment140"
"@krissy2pretty. I'll be there 1st week of March","twitter_cikm_2010"
"@redheadrealtor #hrra now as twitter account- @hrrarealtor !! See ya 3/1 #ypngsm, if not sooner!","twitter_cikm_2010"
"@mangelanchez  big hug! dont worry, dont feel stupid FOR REALS...just say fuck it...woo hoo","Sentiment140"
"RT Creating a Powerful Twitter Bio can make all the difference for your business. http://cli.gs/Qpsqt","twitter_cikm_2010"
"@mandyharmon1977 lol I know I have stuff 2 do tho lol","twitter_cikm_2010"
"@kdgreenhaw I love you. You're hilarious. Have fun at the beach!","twitter_cikm_2010"
"@Courtneyheaton nothings better than after shitty day at work, walking to the parking lot and seeing your beautiful face there ","Sentiment140"
"RT @DeeFamouSs: Snowing Again. Nah dig out no car when I wake up!!!...so bus it or train to di ting","twitter_cikm_2010"
"@GilbieDaKid Last day of French Lab---Thank God!!!","twitter_cikm_2010"
"Yoo-hoo Mr. Sssato, I can't hear you, I am dead to you remember? duhhhh... oh my gosh Daniel makess me sso ssweaty","twitter_cikm_2010"
"Wow, I have missed Jameer.  #BeatLA. I Love the Magic!","twitter_cikm_2010"
"Maybe its time to let it go.","twitter_cikm_2010"
"Now adoring Ellen D's voice ","Sentiment140"
"RT @jarobredo: Mañana poker en casa de @chuesca ... perzo a las 10 porque antes está en chino jajaaa/aguas, no les vaya a caer Mauricio","twitter_cikm_2010"
"SEX LOVE PAIN......... Baby I be on some TANK shit...........lol","twitter_cikm_2010"
"I'm pretty sure it's pick one.At least for guys in NY @PASEROCK I hate you RT@mattavelli : Pick two http://bit.ly/3xgt6E : SO FUCKING FUCKED","twitter_cikm_2010"
"@Mr4thAndLong I'm excited. I saw the end where the son gets shot. I need to be sleep but I have to see this!","twitter_cikm_2010"
"Trying not to get nauseous. Too much crap is going on ","Sentiment140"
"Comments have been screwed up on my blog all week! Ahh! Fixed now if you'd like to go and comment! http://fashionsmaven.blogspot.com/","twitter_cikm_2010"
"@julsport Being that they chose to use the ""Reach"" brand....it took thought. I'm going with creative. LOL!","twitter_cikm_2010"
"@kerilove I'm there girl unless my sister books Cancun on that day  we're still lookin into it! but thanks so much for tonight&lt;333","Sentiment140"
"@BIGBENZEG aiight bet ill try to swing by with some more instrumentals","twitter_cikm_2010"
"@Larro don't you mean a G1?  They kick IPhone ass...IMHO.","Sentiment140"
"@bucsbuzztap let ur followers no Ok bucs fans. Free delivery with every bucs touchdowns during the game, call store for details 813.991.7900","twitter_cikm_2010"
"@KupKaque not trying to be funny but if you homeless where do you get prego @ and an even better question is why do you get prego??","twitter_cikm_2010"
"Want a job 2 help others? Tune in 4 2nite's webinar featuring @chalenejohnson @leahcase @michellemyers24 http://bit.ly/19fbHh","twitter_cikm_2010"
"I like the way @TruSounz thinks...we should all be a blessing to someone less fortunate on a daily basis.","twitter_cikm_2010"
"RT @6thSense: The Walmart commercial where the kid wishes for his desert dwelling soldier pops to get snow, DISGUSTS me... Seconded.","twitter_cikm_2010"
"I've lost the use of my heart but I'm still alive #soldieroflove #nowplaying @sade","twitter_cikm_2010"
"O yea...sweet victory for the 49ers...chee hoo!!!","twitter_cikm_2010"
"@leighmunsil haha i hope your first day went well!! call me this week and we'll chat bachelorette and life ","Sentiment140"
"Oops. Forgot gaga. What a freak.","twitter_cikm_2010"
"@Fatty_D Get a box of Grants.  They'll be completely gone the next day.","twitter_cikm_2010"
"Hey guys, i need some help... Does anyone have any ideas for fun, yet cost effective activities for kids; preferrably for the outdoors?!?!","twitter_cikm_2010"
"#nowplaying ""Right Here (Departed)- Brandy","twitter_cikm_2010"
"@effortlesscharm what u talkin about o_O","twitter_cikm_2010"
"Anyways Canada has won the most gold medals till now, Vancouver 2010... Go Canada Go","twitter_cikm_2010"
"Outta class. Now I'm standing n this lng line n da bookstore. I want sum talapia yummmmm!!","twitter_cikm_2010"
"@myfabolouslife na it was fun seeing wat a true colt fan was thinking and if roles were reversed I woulda popped mad more shit","twitter_cikm_2010"
"I am soaked.","twitter_cikm_2010"
"Morning all on this rainy tuesday morning be safe all","twitter_cikm_2010"
"RT#FF @HITM00: #FF @JNOBLE64 F1 movements","twitter_cikm_2010"
"@Shay_Butt3r what ever n!gga the flood was funny as sh!t","twitter_cikm_2010"
"Super Stop and shop is super sweet","twitter_cikm_2010"
"Vail opens this Friday! check out the celebratory events: http://su.pr/1hVsHX","twitter_cikm_2010"
"Museos de Costa Rica http://bit.ly/hpSvi","twitter_cikm_2010"
"Steel mesh on your tongue to lose weight? No thanks: http://bit.ly/XgTQj","twitter_cikm_2010"
"@EXOTICDI Just when I was begging to like chilling with you now I gotta stay away lmao you Kami and your sis are deadly","twitter_cikm_2010"
"Foundation Golf Tourney Raises Money for Scholarships http://idek.net/ZJj","twitter_cikm_2010"
"RT @lilduval: #duvalsuperbowlfact: strippers is gon make the most just becuz niggaz gon wanna show another nigga he got money","twitter_cikm_2010"
"AL: Get ready folks. Tonight's 1957 throwback jerseys have a decent amount of red.","twitter_cikm_2010"
"I'm seriously loving this whole misty rain thing.","twitter_cikm_2010"
"http://twitpic.com/87cea - If I only knew Jon was over there by his lonesome.  Cruise Meet &amp; Greet photo!","Sentiment140"
"Rap contest in the kia.","twitter_cikm_2010"
"CELEB DIRTY: EXCLUSIVE VIDEO: Josh Duhamel Stripper Reveals Details Of Their Sexual Encounter http://bit.ly/1VF7bS","twitter_cikm_2010"
"Thanks again to all of you that UStreamed with us. Nighty Night.","twitter_cikm_2010"
"The titan has been slayed...YESSSS finalllyyy jus beat @junebuggg in a intense game of madden","twitter_cikm_2010"
"Wow so I'm eating skittles right...every three I pour out was a 2 to 1 combination.","twitter_cikm_2010"
"I want sushi, peach tea, normal humdrum, etc.","twitter_cikm_2010"
"RT @wishnie - REVOLUTIONARY way to market ANY product . . . FREE e-book http://bit.ly/Kh8Vh - Thanks Wishnie, Excellent reading","twitter_cikm_2010"
"@THESKORPION remember while wrong that was an accident you can tell by his pics his spirit is haunted","twitter_cikm_2010"
"#inmyhood that damn Latino taxi comes like every 5 minutes. & mexicans chase it whistling, like he's gunna hear THAT dumbass.","twitter_cikm_2010"
"is super duper stoked about the Black Crowes concert next week.....""Evergreen, evergreen, prettiest thing ive ever seen...""","twitter_cikm_2010"
"Daylight Savings time mother fuccccccccas","twitter_cikm_2010"
"we create an affordable SEO plan to make you successful on the web - http://www.viralseoservices.com","twitter_cikm_2010"
"High schoolers visiting and taking pictures of the LaSi library.  All the paintings and wall ornaments are photocopies.  Don't flatter us.","twitter_cikm_2010"
"Interesting Blog - 6 Common Google Maps Problems & the Solutions - Search .. http://bit.ly/4n7KOV - Check it out","twitter_cikm_2010"
"@lexy315 it's the end of the world","twitter_cikm_2010"
"just watched battlestar s04e17, curious about the final eps... but not watching them just yet ","Sentiment140"
"@pennypixie We're with you! Miss the largest wine festival in the Southwest because of some sprinkles? We think not! #GrapeFest","twitter_cikm_2010"
"RT @FoxxFiles: RT @AshlieGray: #Stoptheviolence As much as things change they stay the same. We were saying the same thing twenty years ago.","twitter_cikm_2010"
"Companies should be careful when discovering employee emails: http://bit.ly/1F4Skn","twitter_cikm_2010"
"Folding laundry and thinking how detrimental it is for people to lend a hand to the fear they hold. Escape you fear enter faith.","twitter_cikm_2010"
"RT @chalenejohnson: Make exercise as important as ur daily cup of coffee. Don't let it slide to the bottom of your list.","twitter_cikm_2010"
"@Flight8 wow. wht in the world was he doing to fall off a truck?!","twitter_cikm_2010"
"#Travel  Affordable Tourism- Egypt http://cli.gs/j2ZPd","twitter_cikm_2010"
"Nobody made a greater mistake than he who did nothing because he could do only a little. ~ Edmund Burke #quotes","twitter_cikm_2010"
"@MISSMYA Best wishes for tonight! Wishing you nothing more then the best of Luck! God Bless! Katie","twitter_cikm_2010"
"my punk ass is really thinking about how muh pain imma b in frm this tat smh","twitter_cikm_2010"
"RT @SketchUp Have you tried Google Building Maker yet? Follow @buildingmaker for product updates, news and tips.","twitter_cikm_2010"
"@corey65th yeah it is  and @MeshaV DO IT! ps.... next weekend YOU ARE MY DANCIN IN THE STREET drinkin buddy!","Sentiment140"
"It's all about perspective..... http://flic.kr/p/7huuoA","twitter_cikm_2010"
"@314MOTOWN lol ok got u","twitter_cikm_2010"
"I feel like a twit for having nothing to tweet. *sigh*","twitter_cikm_2010"
"@tectizzle well that doesn't help me in Amarillo Texas ","Sentiment140"
"Presbyterian no prayer against Illini http://bit.ly/5x7HZd","twitter_cikm_2010"
"The sign @ the laker game .. Sitting between Michael Bearden and Zach Effron .. http://pic.gd/fc9473","twitter_cikm_2010"
"Bantu2 mama RT @fathiansb: bosen banget","twitter_cikm_2010"
"@DJKCRAY I wasn't being friendly. At most I was being polite. I can't help that, its my nature.","twitter_cikm_2010"
"RT @KellyNeufeld: 7 Reasons Your Small Business Needs a Website http://bit.ly/E0aZD","twitter_cikm_2010"
"@chameleondiva Good night =)","twitter_cikm_2010"
"The road to Ridgecrest is paved with beauty!  Awesome drive today, I love this place.","twitter_cikm_2010"
"@Abyanwale whaaat? i thought you were coming for Easter? :(","twitter_cikm_2010"
"I have just seen @thebrandbuilder's tweet about Twitterface for brands, sent in spanish and french also. That is so freaking cool!!!","twitter_cikm_2010"
"@RedsArmy Larry Brown disagrees.","twitter_cikm_2010"
